Gender,Age,Senior Citizen,Married,Dependents,Number of Dependents,Referred a Friend,Number of Referrals,Tenure in Months,Offer,Phone Service,Avg Monthly Long Distance Charges,Multiple Lines,Internet Service,Internet Type,Avg Monthly GB Download,Online Security,Online Backup,Device Protection Plan,Premium Tech Support,Streaming TV,Streaming Movies,Streaming Music,Unlimited Data,Contract,Paperless Billing,Payment Method,Monthly Charge,Total Charges,Total Refunds,Total Extra Data Charges,Total Long Distance Charges,Satisfaction Score,Churn Label
Female,23,No,No,No,0,No,0,9,None,Yes,13.86,No,Yes,Fiber Optic,76,Yes,No,No,No,No,No,Yes,Yes,Month-to-Month,Yes,Credit Card,74.25,639.65,0,0,124.74,1,Yes
Male,50,No,No,No,0,No,0,1,None,Yes,22.05,Yes,Yes,Cable,28,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,59.85,59.85,0,0,22.05,2,Yes
Male,54,No,No,No,0,No,0,9,None,No,0,No,Yes,Cable,20,No,No,No,No,Yes,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,45.4,418.8,0,20,0,1,Yes
Female,54,No,No,No,0,No,0,1,None,Yes,32.45,No,No,None,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,19.5,19.5,0,0,32.45,2,Yes
Male,56,No,No,No,0,No,0,1,None,Yes,45.5,No,Yes,Fiber Optic,12,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,69.9,69.9,0,0,45.5,2,Yes
Female,50,No,No,No,0,No,0,2,None,Yes,6.2,No,Yes,Fiber Optic,6,No,Yes,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,87.15,183.75,0,0,12.4,2,Yes
Female,47,No,Yes,No,0,Yes,1,3,None,Yes,38.09,Yes,Yes,Fiber Optic,30,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,84.75,264.85,0,0,114.27000000000001,1,Yes
Male,40,No,No,No,0,No,0,14,Offer D,Yes,28.65,Yes,Yes,Cable,27,No,No,No,Yes,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,89.95,1178.4,0,0,401.09999999999997,2,Yes
Male,33,No,No,No,0,No,0,2,None,Yes,48.66,No,Yes,Fiber Optic,21,No,No,No,No,Yes,No,No,Yes,Month-to-Month,No,Bank Withdrawal,79,143.65,0,0,97.32,3,Yes
Female,39,No,No,No,0,No,0,18,Offer D,Yes,8.95,No,No,None,0,No,No,No,No,No,No,No,No,One Year,No,Bank Withdrawal,20.15,390.85,0,0,161.1,3,Yes
Male,60,No,No,No,0,No,0,1,None,Yes,17.54,No,Yes,Fiber Optic,16,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,71.65,71.65,0,0,17.54,1,Yes
Female,35,No,No,No,0,No,0,4,None,Yes,37.66,No,No,None,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,20.35,77.5,0,0,150.64,3,Yes
Female,26,No,No,No,0,No,0,38,None,Yes,17.66,No,Yes,Fiber Optic,41,No,Yes,Yes,Yes,No,No,Yes,Yes,Month-to-Month,Yes,Credit Card,84.25,3264.5,0,0,671.08,2,Yes
Female,32,No,No,No,0,No,0,12,Offer D,Yes,42.55,No,Yes,Fiber Optic,18,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,78.1,947.3,0,0,510.59999999999997,3,Yes
Female,20,No,Yes,No,0,Yes,1,19,Offer D,Yes,21.71,Yes,Yes,Fiber Optic,47,No,No,Yes,No,No,Yes,Yes,No,Month-to-Month,No,Credit Card,89.65,1761.05,0,80,412.49,3,Yes
Female,35,No,No,No,0,No,0,10,Offer D,Yes,37.36,Yes,Yes,Fiber Optic,28,Yes,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,98.7,973.25,0,0,373.6,1,Yes
Female,63,No,No,No,0,No,0,1,None,Yes,7.26,No,Yes,Cable,9,No,No,Yes,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,76.35,76.35,0,0,7.26,2,Yes
Female,51,No,No,No,0,No,0,23,Offer D,Yes,33.44,Yes,Yes,Fiber Optic,11,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,79.15,1676.95,0,0,769.1199999999999,1,Yes
Female,44,No,No,No,0,No,0,31,None,Yes,33.38,Yes,Yes,Fiber Optic,27,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,86.55,2697.4,0,0,1034.78,3,Yes
Male,47,No,No,No,0,No,0,19,Offer D,Yes,1.79,No,Yes,Fiber Optic,14,No,Yes,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card,73.85,1424.5,0,130,34.01,3,Yes
Male,44,No,No,No,0,No,0,24,None,Yes,24.76,No,Yes,Fiber Optic,2,No,No,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,96,2122.45,0,0,594.24,1,Yes
Male,57,No,No,No,0,No,0,1,None,Yes,12,No,No,None,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,20.05,20.05,0,0,12,2,Yes
Male,53,No,Yes,No,0,No,0,65,None,Yes,41.88,Yes,Yes,Fiber Optic,7,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,108.65,6937.95,0,0,2722.2000000000003,1,Yes
Male,28,No,No,No,0,No,0,10,Offer D,Yes,34.44,No,Yes,Cable,69,No,No,No,No,No,No,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,45.55,402.6,0,0,344.4,1,Yes
Female,36,No,Yes,No,0,Yes,1,2,Offer E,No,0,No,Yes,DSL,12,No,No,No,No,No,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,35.1,68.75,0,10,0,2,Yes
Male,47,No,No,No,0,No,0,1,Offer E,Yes,48.58,No,Yes,DSL,21,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,46.2,46.2,0,0,48.58,2,Yes
Female,29,No,No,No,0,No,0,1,Offer E,Yes,30.92,No,Yes,DSL,69,No,No,No,No,No,No,Yes,Yes,Month-to-Month,No,Bank Withdrawal,45.15,45.15,0,0,30.92,3,Yes
Female,31,No,Yes,No,0,Yes,1,19,Offer D,Yes,25.75,No,Yes,Fiber Optic,22,Yes,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,73.2,1441.1,0,0,489.25,2,Yes
Male,46,No,No,No,0,No,0,52,None,Yes,48.13,No,Yes,Fiber Optic,12,No,Yes,No,No,No,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,85.35,4338.6,0,90,2502.76,3,Yes
Female,23,No,No,No,0,No,0,1,Offer E,Yes,5.12,No,Yes,DSL,30,No,No,No,No,No,No,Yes,Yes,Month-to-Month,No,Credit Card,45.95,45.95,0,0,5.12,2,Yes
Female,55,No,No,No,0,No,0,3,Offer E,Yes,46.36,No,Yes,Fiber Optic,4,No,Yes,No,No,Yes,No,No,Yes,Month-to-Month,No,Bank Withdrawal,83.75,247.25,0,0,139.07999999999998,2,Yes
Male,38,No,No,No,0,No,0,1,None,Yes,27.89,No,Yes,Fiber Optic,20,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,70.05,70.05,0,0,27.89,2,Yes
Male,61,No,No,No,0,No,0,2,Offer E,Yes,43.47,Yes,Yes,Fiber Optic,30,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,86,165.45,0,0,86.94,2,Yes
Female,35,No,No,No,0,No,0,16,Offer D,Yes,46.99,Yes,Yes,Fiber Optic,17,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,72.65,1194.3,0,0,751.84,1,Yes
Female,30,No,Yes,No,0,Yes,1,1,Offer E,Yes,16.66,No,No,None,0,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,21,21,0,0,16.66,2,Yes
Male,21,No,No,No,0,No,0,56,None,Yes,25.41,Yes,Yes,Fiber Optic,51,No,Yes,No,Yes,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,94.45,5124.6,0,0,1422.96,3,Yes
Female,54,No,No,No,0,No,0,44,None,Yes,40.17,Yes,Yes,Fiber Optic,6,No,Yes,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,84.8,3862.55,0,0,1767.48,2,Yes
Male,50,No,No,No,0,No,0,1,Offer E,Yes,6.95,No,Yes,DSL,11,No,No,Yes,No,No,No,No,Yes,Month-to-Month,No,Credit Card,50.9,50.9,0,0,6.95,1,Yes
Male,27,No,Yes,No,0,Yes,1,49,None,Yes,46.94,Yes,Yes,Fiber Optic,73,No,No,Yes,No,Yes,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,99.8,4872.45,0,130,2300.06,1,Yes
Male,43,No,Yes,No,0,Yes,1,47,None,Yes,37.74,Yes,Yes,Fiber Optic,7,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,107.35,5118.95,0,0,1773.7800000000002,2,Yes
Female,45,No,Yes,No,0,Yes,1,31,None,Yes,30.07,No,No,None,0,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card,19.55,658.95,0,0,932.17,3,Yes
Female,60,No,No,No,0,No,0,3,Offer E,Yes,32.43,No,Yes,Fiber Optic,2,Yes,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,79.1,246.5,0,0,97.28999999999999,1,Yes
Male,40,No,No,No,0,No,0,8,None,No,0,No,Yes,DSL,16,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Mailed Check,25.5,215.2,0,0,0,2,Yes
Female,41,No,No,No,0,No,0,2,None,Yes,5.11,No,Yes,Fiber Optic,6,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,80.75,159.45,0,0,10.22,3,Yes
Male,29,No,Yes,No,0,No,0,65,None,Yes,36.75,Yes,Yes,Fiber Optic,73,No,Yes,No,No,Yes,No,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,91.85,5940.85,0,0,2388.75,3,Yes
Male,41,No,No,No,0,No,0,1,None,Yes,32.82,No,Yes,Fiber Optic,21,No,Yes,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,75.35,75.35,0,10,32.82,3,Yes
Male,55,No,No,No,0,No,0,1,None,Yes,11.58,Yes,Yes,Fiber Optic,15,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,75.45,75.45,0,0,11.58,3,Yes
Male,35,No,No,No,0,No,0,24,None,Yes,14.39,No,Yes,DSL,28,Yes,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,49.55,1210.4,0,0,345.36,1,Yes
Male,51,No,No,No,0,No,0,69,Offer A,Yes,29.38,Yes,Yes,DSL,9,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,One Year,Yes,Credit Card,78.6,5356.45,0,0,2027.22,1,Yes
Female,35,No,Yes,No,0,Yes,1,7,None,Yes,11.58,No,Yes,Fiber Optic,27,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,81.1,576.65,0,0,81.06,2,Yes
Male,39,No,Yes,No,0,Yes,1,11,Offer D,Yes,21.58,Yes,Yes,Fiber Optic,30,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,74.95,825.7,0,0,237.38,1,Yes
Female,33,No,Yes,No,0,Yes,1,58,None,Yes,3.51,Yes,Yes,Fiber Optic,28,No,No,Yes,Yes,Yes,Yes,Yes,No,Month-to-Month,Yes,Credit Card,102.1,5885.4,0,100,203.57999999999998,2,Yes
Female,64,No,Yes,No,0,Yes,1,14,Offer D,Yes,13.64,Yes,Yes,Fiber Optic,9,No,Yes,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,90.9,1259,0,0,190.96,2,Yes
Female,46,No,Yes,No,0,Yes,1,12,None,No,0,No,Yes,DSL,27,No,Yes,No,No,No,No,No,Yes,Month-to-Month,No,Mailed Check,29.2,309.1,0,0,0,1,Yes
Female,36,No,Yes,No,0,Yes,1,25,None,Yes,24.64,No,Yes,Fiber Optic,5,No,Yes,Yes,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,89.15,2257.75,0,0,616,2,Yes
Female,37,No,Yes,No,0,Yes,3,1,None,Yes,12.8,No,Yes,DSL,5,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,45.7,45.7,0,0,12.8,1,Yes
Female,23,No,Yes,No,0,Yes,1,2,None,No,0,No,Yes,Cable,51,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,44.6,97.1,0,0,0,3,Yes
Male,48,No,No,No,0,No,0,23,None,Yes,28.8,Yes,Yes,Cable,13,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,74.95,1710.45,0,0,662.4,3,Yes
Female,39,No,No,No,0,No,0,57,None,Yes,17.55,No,Yes,Fiber Optic,15,No,No,Yes,No,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,95.25,5464.65,0,0,1000.35,1,Yes
Male,23,No,No,No,0,No,0,24,None,Yes,27.97,Yes,Yes,Fiber Optic,58,No,No,Yes,No,Yes,No,Yes,Yes,Month-to-Month,Yes,Mailed Check,89.85,2165.05,0,0,671.28,3,Yes
Female,35,No,Yes,No,0,Yes,1,49,None,Yes,26.37,Yes,Yes,Fiber Optic,19,No,Yes,No,No,Yes,Yes,Yes,Yes,One Year,No,Mailed Check,100.45,4941.8,0,0,1292.13,3,Yes
Male,25,No,No,No,0,No,0,5,None,Yes,22.01,Yes,Yes,Cable,85,No,No,No,No,No,No,Yes,Yes,Month-to-Month,No,Bank Withdrawal,47.15,223.15,0,0,110.05000000000001,2,Yes
Male,58,No,No,No,0,No,0,2,None,Yes,26.47,No,Yes,Fiber Optic,10,No,No,No,No,No,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,80.2,181.1,0,10,52.94,1,Yes
Female,33,No,No,No,0,No,0,4,None,Yes,32.46,Yes,Yes,Fiber Optic,3,No,No,Yes,Yes,No,No,No,Yes,Month-to-Month,Yes,Mailed Check,87.1,341.45,0,0,129.84,2,Yes
Male,30,No,No,No,0,No,0,5,None,Yes,46.88,Yes,Yes,Fiber Optic,59,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,75.9,357.75,0,0,234.4,2,Yes
Female,29,No,Yes,No,0,Yes,1,47,None,Yes,2.87,Yes,Yes,Fiber Optic,51,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,98.75,4533.7,0,0,134.89000000000001,1,Yes
Female,57,No,No,No,0,No,0,10,None,Yes,17.65,Yes,Yes,Fiber Optic,20,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,86.45,830.85,0,0,176.5,2,Yes
Female,28,No,No,No,0,No,0,1,None,Yes,39.94,No,Yes,Cable,59,No,No,No,No,No,No,Yes,Yes,Month-to-Month,Yes,Mailed Check,45.3,45.3,0,0,39.94,1,Yes
Male,61,No,Yes,No,0,Yes,4,67,Offer A,Yes,8.18,Yes,Yes,Fiber Optic,3,No,Yes,Yes,No,Yes,Yes,Yes,Yes,One Year,No,Bank Withdrawal,104.1,7040.85,0,0,548.06,2,Yes
Male,31,No,Yes,No,0,Yes,1,67,Offer A,Yes,30.75,No,Yes,Fiber Optic,5,Yes,Yes,No,No,No,Yes,Yes,Yes,One Year,Yes,Credit Card,90.6,6056.15,0,0,2060.25,1,Yes
Female,21,No,Yes,No,0,Yes,1,15,None,Yes,12.27,No,Yes,Fiber Optic,76,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,88.15,1390.6,0,0,184.04999999999998,1,Yes
Male,55,No,No,No,0,No,0,1,None,Yes,13.27,No,No,None,0,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Mailed Check,20.2,20.2,0,0,13.27,1,Yes
Female,47,No,Yes,No,0,Yes,1,26,None,Yes,15.37,No,Yes,Fiber Optic,11,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,90.8,2361.8,0,0,399.62,1,Yes
Male,48,No,No,No,0,No,0,22,None,Yes,19.19,Yes,Yes,Fiber Optic,17,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,79.35,1730.35,0,0,422.18,1,Yes
Male,26,No,Yes,No,0,Yes,1,47,Offer B,Yes,17.54,Yes,Yes,Fiber Optic,59,No,Yes,Yes,No,No,No,Yes,No,Month-to-Month,Yes,Bank Withdrawal,83.35,4065,0,140,824.38,1,Yes
Female,27,No,No,No,0,No,0,2,None,Yes,24.83,Yes,Yes,Cable,52,No,No,No,No,No,No,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,49.4,106.55,0,0,49.66,1,Yes
Female,27,No,Yes,No,0,Yes,1,22,None,Yes,13.11,Yes,Yes,DSL,51,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,79.2,1742.75,0,0,288.41999999999996,1,Yes
Male,61,No,Yes,No,0,Yes,1,7,None,Yes,5.13,No,Yes,DSL,4,No,No,Yes,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,48.7,340.25,0,0,35.91,2,Yes
Female,29,No,No,No,0,No,0,1,None,Yes,6.67,No,Yes,Fiber Optic,27,Yes,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,95.6,95.6,0,0,6.67,2,Yes
Female,40,No,No,No,0,No,0,49,Offer B,Yes,35.87,Yes,Yes,DSL,30,Yes,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,59.75,2934.3,0,0,1757.6299999999999,1,Yes
Female,43,No,No,No,0,No,0,1,None,Yes,40.4,No,Yes,Cable,13,No,No,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,71.35,71.35,0,0,40.4,3,Yes
Female,42,No,No,No,0,No,0,1,Offer E,Yes,21.59,No,No,None,0,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Mailed Check,20.15,20.15,0,0,21.59,3,Yes
Male,35,No,No,No,0,No,0,1,Offer E,Yes,27.97,No,Yes,Fiber Optic,18,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,69.75,69.75,0,0,27.97,2,Yes
Male,41,No,Yes,No,0,Yes,1,17,None,Yes,16.61,No,Yes,Fiber Optic,3,No,No,No,No,Yes,No,No,Yes,Month-to-Month,No,Bank Withdrawal,80.85,1400.85,0,0,282.37,1,Yes
Female,47,No,No,No,0,No,0,4,Offer E,No,0,No,Yes,DSL,4,Yes,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,33.65,137.85,0,0,0,2,Yes
Male,56,No,No,No,0,No,0,1,Offer E,Yes,3.13,No,Yes,Fiber Optic,5,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,79.95,79.95,0,0,3.13,3,Yes
Female,58,No,No,No,0,No,0,1,Offer E,Yes,25.62,No,No,None,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,19.3,19.3,0,0,25.62,2,Yes
Female,55,No,Yes,No,0,Yes,1,37,None,Yes,30.16,Yes,Yes,Fiber Optic,4,Yes,No,Yes,Yes,No,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,99.2,3754.6,0,0,1115.92,1,Yes
Female,32,No,Yes,No,0,No,0,8,Offer E,Yes,26.41,Yes,Yes,Fiber Optic,16,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,85.2,627.4,0,0,211.28,1,Yes
Female,40,No,No,No,0,No,0,3,None,Yes,17.87,Yes,Yes,Fiber Optic,25,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,75.25,242,0,0,53.61,3,Yes
Male,30,No,No,No,0,No,0,1,Offer E,Yes,25.39,Yes,Yes,DSL,52,No,No,Yes,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,54.35,54.35,0,0,25.39,3,Yes
Male,37,No,Yes,No,0,Yes,1,5,Offer E,No,0,No,Yes,DSL,7,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,24.95,100.4,0,0,0,1,Yes
Male,39,No,Yes,No,0,Yes,1,40,Offer B,No,0,No,Yes,DSL,21,Yes,Yes,Yes,No,No,No,No,Yes,One Year,Yes,Bank Withdrawal,42.35,1716.45,0,0,0,1,Yes
Male,38,No,No,No,0,No,0,1,Offer E,Yes,39.44,Yes,Yes,Fiber Optic,18,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,75.3,75.3,0,0,39.44,3,Yes
Male,22,No,No,No,0,No,0,51,Offer B,Yes,44.77,Yes,Yes,Fiber Optic,58,Yes,Yes,No,No,Yes,No,Yes,Yes,One Year,Yes,Bank Withdrawal,94.8,4837.6,0,0,2283.27,3,Yes
Female,63,No,Yes,No,0,Yes,1,33,None,Yes,14.34,Yes,Yes,Fiber Optic,28,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,No,Credit Card,86.15,2745.7,0,0,473.21999999999997,2,Yes
Female,25,No,Yes,No,0,Yes,1,30,Offer C,Yes,4.82,Yes,Yes,Fiber Optic,41,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,85,2624.25,0,0,144.60000000000002,2,Yes
Female,29,No,No,No,0,No,0,2,Offer E,Yes,33.89,No,Yes,Fiber Optic,41,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,80.55,184.1,0,0,67.78,3,Yes
Female,37,No,No,No,0,No,0,2,Offer E,Yes,24.31,No,Yes,Fiber Optic,16,No,No,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,75.8,160.75,0,0,48.62,1,Yes
Female,45,No,No,No,0,No,0,30,Offer C,Yes,9.34,No,Yes,Fiber Optic,8,No,No,No,Yes,Yes,No,No,Yes,Month-to-Month,No,Bank Withdrawal,85.15,2555.9,0,0,280.2,2,Yes
Male,63,No,Yes,Yes,2,Yes,1,24,Offer C,Yes,17.27,Yes,Yes,DSL,18,Yes,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,54.75,1338.15,0,0,414.48,1,Yes
Male,60,No,No,No,0,No,0,1,Offer E,Yes,48.97,No,Yes,Fiber Optic,23,No,No,No,No,Yes,No,No,No,Month-to-Month,Yes,Bank Withdrawal,79.5,79.5,0,0,48.97,2,Yes
Male,58,No,Yes,No,0,No,0,67,Offer A,Yes,29.24,Yes,Yes,Fiber Optic,21,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,111.3,7482.1,0,0,1959.08,3,Yes
Female,63,No,Yes,No,0,Yes,1,7,Offer E,Yes,44.66,No,Yes,Fiber Optic,26,No,No,Yes,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,86.25,587.1,0,0,312.62,2,Yes
Female,64,No,No,No,0,No,0,14,None,Yes,29.3,No,Yes,Fiber Optic,26,No,Yes,No,No,No,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,86.3,1180.95,0,10,410.2,2,Yes
Female,56,No,No,No,0,No,0,28,Offer C,Yes,30.28,Yes,Yes,Fiber Optic,30,No,Yes,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,89.95,2625.55,0,0,847.84,1,Yes
Male,41,No,No,No,0,No,0,10,None,Yes,27.28,No,Yes,Fiber Optic,27,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,70,740,0,0,272.8,1,Yes
Female,53,No,No,No,0,No,0,34,Offer C,Yes,34.41,Yes,Yes,DSL,4,Yes,Yes,No,Yes,No,No,No,Yes,One Year,Yes,Mailed Check,64.4,2088.75,0,0,1169.9399999999998,2,Yes
Female,52,No,Yes,No,0,Yes,1,1,None,Yes,25.88,Yes,Yes,Fiber Optic,9,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,102.45,102.45,0,0,25.88,1,Yes
Female,30,No,No,No,0,No,0,3,Offer E,Yes,40.67,No,Yes,Fiber Optic,58,No,No,Yes,Yes,No,No,No,Yes,Month-to-Month,No,Credit Card,80.1,217.55,0,0,122.01,3,Yes
Female,51,No,No,No,0,No,0,2,Offer E,Yes,49.79,No,Yes,Fiber Optic,22,No,No,No,No,Yes,No,No,No,Month-to-Month,Yes,Bank Withdrawal,80.2,146.05,0,10,99.58,2,Yes
Female,20,No,No,No,0,No,0,6,Offer E,Yes,20.26,No,Yes,Fiber Optic,26,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,98.15,567.45,0,0,121.56,1,Yes
Male,60,No,No,No,0,No,0,12,None,Yes,16.45,Yes,Yes,Cable,23,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Mailed Check,112.95,1384.75,0,0,197.39999999999998,2,Yes
Female,43,No,No,No,0,No,0,1,Offer E,Yes,39.81,No,Yes,Fiber Optic,23,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Mailed Check,70.9,70.9,0,0,39.81,1,Yes
Male,28,No,Yes,No,0,Yes,1,23,None,Yes,37.95,No,Yes,Fiber Optic,27,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,99.85,2331.3,0,0,872.85,1,Yes
Male,41,No,Yes,No,0,No,0,1,None,Yes,36.44,Yes,Yes,Fiber Optic,16,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,74.5,74.5,0,0,36.44,3,Yes
Male,60,No,No,No,0,No,0,65,Offer B,Yes,9.36,Yes,Yes,Fiber Optic,4,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,109.15,6941.2,0,140,608.4,2,Yes
Female,48,No,No,No,0,No,0,16,None,Yes,47.45,Yes,Yes,DSL,30,No,No,Yes,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,65.2,1043.35,0,0,759.2,1,Yes
Male,42,No,No,No,0,No,0,1,Offer E,Yes,17.27,No,Yes,Fiber Optic,10,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Mailed Check,71.55,71.55,0,0,17.27,1,Yes
Male,27,No,Yes,No,0,Yes,1,53,Offer B,Yes,31.24,Yes,Yes,Fiber Optic,73,Yes,No,Yes,No,No,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,93.9,5029.2,0,0,1655.72,1,Yes
Female,42,No,Yes,No,0,Yes,1,13,None,No,0,No,Yes,DSL,8,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,48.75,633.4,0,0,0,2,Yes
Female,63,No,No,No,0,No,0,4,Offer E,Yes,43.32,Yes,Yes,Fiber Optic,20,No,No,No,No,Yes,No,No,No,Month-to-Month,Yes,Bank Withdrawal,85.65,321.65,0,10,173.28,1,Yes
Male,44,No,No,No,0,No,0,12,None,Yes,25.19,Yes,Yes,Fiber Optic,12,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,106.7,1253.9,0,0,302.28000000000003,2,Yes
